 time mnvel errvel tel
0 2450002.65625 -38.58 1.14875 lick
1 2450002.7928291433 -44.31233542931851 1.65112993459086 lick
2 2450003.7536892225 -10.619023042486843 1.2440149210298566 lick
3 2450004.744001285 56.43517672617669 1.2064126826635841 lick
4 2450005.76464875 37.81282643972301 1.6080350098804939 lick
5 2450011.7404785003 -41.465795366016586 2.4619877662358194 lick
6 2450012.7524415 29.249337210521475 3.0030754546186325 lick
7 2450013.7285154997 62.232267021791344 2.9273056462665945 lick
8 2450021.6741071427 59.604791421075234 1.9781349809044417 lick
9 2450023.656110571 -33.582316287339424 1.9651486363908224 lick
10 2450024.7272134996 -29.658784247085002 1.4895320806245491 lick
11 2450025.6992186666 52.32287059030002 2.020554106252942 lick
12 2450026.668108143 65.64860238703051 2.3455947285034457 lick
13 2450027.704380714 -22.79235487438514 1.9959882329519032 lick
14 2450028.688368111 -34.435777798819196 1.557109319760475 lick
15 2450029.6845705 32.225705318847304 1.8789903537171684 lick
16 2450030.703613301 59.125805868359656 1.8466603588605042 lick
17 2450031.706217333 -1.5680924773872613 2.301060477815607 lick
18 2450032.647461 -42.678379913910646 1.8662441113875068 lick
19 2450033.664899572 12.222376549223839 1.7829138802451925 lick
20 2450035.5973306666 18.44619641147745 2.0667461493808736 lick
21 2450040.749023 -33.7 6.7206 lick
22 2450041.6798501667 -16.65020012013304 2.021591474543946 lick
23 2450043.644043 58.619782072047826 3.4756783602815764 lick
24 2450044.648926 -24.81933416181482 3.3088117057439392 lick
25 2450045.6069334997 -33.18354822555469 3.1606114441591644 lick
26 2450046.7004394997 44.88321042295705 2.824637212155762 lick
27 2450048.70879925 -5.744744914489374 4.119972626659917 lick
28 2450058.594727 -23.653935280880706 3.3836480643160503 lick
29 2450068.6816405 77.56490321392947 4.2081799611823545 lick
30 2450072.646484 62.18 3.410839 lick
31 2450073.670898 21.02 5.334748 lick
32 2450086.729492 -12.38 4.908696 lick
33 2450087.588867 -42.44 4.648278 lick
34 2450088.611328 3.89 3.631876 lick
35 2450089.68457 65.46 3.593046 lick
36 2450090.661133 25.02 4.140012 lick
37 2450091.613281 -44.26 3.516813 lick
38 2450182.025391 34.58 5.344073 lick
39 2450215.9799805 38.8552364221443 4.115905661095349 lick
40 2450231.975586 -32.34 9.137927 lick
41 2450232.966797 54.72383331056049 4.920753703447512 lick
42 2450233.99707 56.67 7.582556 lick
43 2450235.953125 -36.58594282913868 4.170528224903774 lick
44 2450262.991211 58.199999999999996 2.934714 lick
45 2450298.923828 -49.12 3.364291 lick
46 2450304.888672 48.31 3.447019 lick
47 2450326.896484 49.16 3.678592 lick
48 2450441.655273 24.44 5.646812 lick
49 2450610.97168 31.81 6.401534 lick
50 2450611.958984 -39.2 5.221864 lick
51 2450645.842773 -52.57 3.403475 lick
52 2450655.917969 28.15 3.624995 lick
53 2450793.617188 -31.979999999999997 3.414344 lick
54 2451014.946289 -20.43 5.326971 lick
55 2451025.964844 -28.18 4.691006 lick
56 2451048.90332 3.4 6.199717 lick
57 2451130.626953 51.35 5.776683 lick
58 2451416.925781 -3.3499999999999996 4.943297 lick
59 2451444.818359 -10.03 6.049489 lick
60 2451445.795898 -40.31 5.25451 lick
61 2451447.727539 64.49 4.474038 lick
62 2451448.822951 7.92 4.88983 lick
63 2451482.664062 4.49 5.810467 lick
64 2451533.6381834997 -12.92233553900737 3.693741370052999 lick
65 2451774.859375 -14.5 4.904311 lick
66 2451815.7592775 67.79790680291501 3.4597188497197013 lick
67 2451826.7001954997 -49.269091335505806 3.7088706988858244 lick
68 2451834.6894535003 -58.10692025353804 3.470721339366518 lick
69 2451839.682617 -32.79 5.642433 lick
70 2451869.618164 -14.072280777333615 4.053744107356897 lick
71 2452120.867188 36.74 5.373384 lick
72 2452157.77832 25.49 5.326265 lick
73 2452158.782227 55.23 4.80683 lick
74 2452159.762695 -15.169999999999998 4.77178 lick
75 2452160.817383 -47.75 6.373111 lick
76 2452167.7529295003 30.73740310986138 4.073460073192497 lick
77 2452168.7768555 -45.3721795735958 3.721888712448929 lick
78 2452169.8061525 -25.18066156714743 4.489881634840763 lick
79 2452170.7988285003 48.22474511376154 3.6757292580116965 lick
80 2452171.7680665003 45.88546009152116 4.175726627984881 lick
81 2452172.7998045003 -27.96804395132517 3.5619011083620276 lick
82 2452173.76416 -33.807189215951844 4.059110995717304 lick
83 2452184.7612305 16.57727227042418 3.758790177176505 lick
84 2452189.6933595 -29.9019145609818 3.9749117518277335 lick
85 2452492.90625 48.94915867210921 2.7841750139593713 lick
86 2452493.8745115 -8.728924918467488 2.9232282385321287 lick
87 2452508.8388670003 9.36743627143949 2.8020173173273086 lick
88 2452509.827637 43.29802649588411 2.7179163337025654 lick
89 2452511.876953 -68.56535117743537 2.7166844859375203 lick
90 2452512.8652345 -8.033453024849548 2.6349439042846754 lick
91 2452513.852539 45.76577411272694 2.5537106833300673 lick
92 2452534.818359 42.98 4.06084 lick
93 2452535.775879 17.97321773013701 2.5151950902147737 lick
94 2452812.9833985 -31.285248644957093 2.8415428504022793 lick
95 2452813.96875 35.245156875255134 2.673005736431275 lick
96 2452890.77474 41.192482305405555 3.590703246831697 lick
97 2452893.853516 5.92 3.957687 lick
98 2452894.764648 49.81 4.043783 lick
99 2452895.797852 -11.36 3.984394 lick
100 2452897.757812 -23.97 3.52699 lick
101 2453201.9282225 -49.91237155711943 3.2949906213717997 lick
102 2453210.985352 -11.45 3.770976 lick
103 2453211.951172 39.78 3.825092 lick
104 2453212.889648 4.12 3.585349 lick
105 2453250.895508 0.41 4.083972 lick
106 2453251.90332 -60.92 4.823331 lick
107 2453280.7871089997 -7.553763782117298 3.487841206632164 lick
108 2453281.818359 -64.0 3.937315 lick
109 2453282.782227 -18.79 4.189503 lick
110 2453334.637695 45.66 3.998395 lick
111 2453337.635742 -34.43 4.654145 lick
112 2453360.661759 27.93 4.302822 lick
113 2453560.968021 -58.019999999999996 4.823035 lick
114 2453564.962581 -72.98 4.340767 lick
115 2453571.962558 31.89926066632042 4.458002124802048 lick
116 2453589.927928 -41.97 5.587675 lick
117 2453590.931273 -60.1 5.581262 lick
118 2453592.920787 41.74 7.244307 lick
119 2453593.941308 -24.62 4.745102 lick
120 2453594.897697 -64.99310562868988 3.7743545894430675 lick
121 2453596.96533 40.741713750601384 4.175548686762095 lick
122 2453636.720139 -49.5 3.837177 lick
123 2453637.741412 -51.08 4.601258 lick
124 2453866.976238 -1.83 4.813544 lick
125 2453867.982951 40.19 4.257535 lick
126 2453895.972708 -36.41 3.682511 lick
127 2453896.982407 33.39 3.853106 lick
128 2453897.951632 22.66 4.088263 lick
129 2453923.9524654998 -21.724191449472976 3.4439255120636747 lick
130 2453925.943883 -14.261881335843372 3.4089248235497136 lick
131 2453926.972367 45.03797158804396 3.2839202674840524 lick
132 2453927.051180667 49.38129550595854 0.532266341430545 hires_j
133 2453949.9330385 -66.33277187653053 3.950926401944088 lick
134 2453950.9325985 -47.62158323454544 4.173348974737526 lick
135 2453951.903947 28.414197717587303 3.5846799208044144 lick
136 2453953.862743 -44.14 4.326095 lick
137 2453955.921123 25.89 3.980584 lick
138 2453957.814595 -22.909999999999997 4.31542 lick
139 2453962.814468 -58.64708666476161 3.6359457809760247 lick
140 2453963.8060069997 -31.81559121395124 4.1909676060998695 lick
141 2453964.872153 41.853442283261515 4.534807820244728 lick
142 2453982.848376 11.663171809222234 0.6491480818285031 hires_j
143 2453987.8106885003 -57.407990706338005 2.9614346414151225 lick
144 2453988.789838 -63.14 4.434013 lick
145 2453989.826366 20.17 4.095926 lick
146 2454046.708009 -32.88 4.228957 lick
147 2454047.681065 -64.57 4.500983 lick
148 2454049.6825635 36.96712431338937 3.422611332008383 lick
149 2454071.634456 11.01 4.165056 lick
150 2454072.640903 -65.11 4.155608 lick
151 2454073.640752 -51.29 4.68013 lick
152 2454085.797091333 -60.7193207194385 0.6996002852428025 hires_j
153 2454097.6202835003 -32.267736970715305 3.4399707804638777 lick
154 2454098.615544 -72.22 4.867864 lick
155 2454099.621887 2.62 4.047531 lick
156 2454102.611505 -75.47 4.536606 lick
157 2454103.613171 -18.94 4.430027 lick
158 2454311.892072 44.370000000000005 4.538582 lick
159 2454337.092419 45.68 1.33596 hires_j
160 2454339.047234 -39.36 1.190053 hires_j
161 2454339.9056135 -61.14617405710681 2.9353876300001653 lick
162 2454340.8281945 -4.761907923646039 3.0729548478553586 lick
163 2454373.754688 -64.4 4.185909 lick
164 2454398.857338 -59.86 1.262723 hires_j
165 2454424.678912 -50.393229880389335 2.5175303161123557 lick
166 2454425.619699 15.31 3.855484 lick
167 2454623.9767825 -17.514088003868363 3.413439314557265 lick
168 2454672.8893837505 -33.809073207207256 2.2049744008106056 lick
169 2454694.944352 -64.37 4.168678 lick
170 2454783.657188 -58.93 4.170445 lick
171 2454785.614005 49.02 4.476938 lick
172 2454806.769329 45.29 1.245337 hires_j
173 2454838.730857 -61.61 1.342356 hires_j
174 2454964.128086 33.77 1.204053 hires_j
175 2454984.098791 23.44 1.1338 hires_j
176 2454985.117108 40.16 1.066358 hires_j
177 2454986.118051 -36.09 1.074907 hires_j
178 2454987.11793 -58.52 1.096527 hires_j
179 2454988.118827 14.350000000000001 1.225359 hires_j
180 2454989.113787 43.78 1.119175 hires_j
181 2455015.053466 19.89 1.047308 hires_j
182 2455016.067718 -53.41 1.015571 hires_j
183 2455019.02109 38.27 1.27944 hires_j
184 2455027.031019 50.24 1.068555 hires_j
185 2455041.929536 -55.8 1.326472 hires_j
186 2455078.082458 44.28 1.156257 hires_j
187 2455106.764757 25.18 1.358943 hires_j
188 2455135.72646 -23.31 1.305713 hires_j
189 2455189.688618 -61.43000000000001 1.271237 hires_j
190 2455190.692775 -29.79 1.392422 hires_j
191 2455192.687145 26.68 1.356073 hires_j
192 2455379.096129 4.31 1.12388 hires_j
193 2455404.929988 -31.87 1.298439 hires_j
194 2455435.047018 -53.05 1.269119 hires_j
195 2455704.080512 45.64 1.147721 hires_j
196 2455722.107743 -19.31 1.004794 hires_j
197 2455729.110086 44.96999999999999 1.120966 hires_j
198 2455732.028614 -40.137931935494954 0.8109819752276477 hires_j
199 2455753.073453 -53.3 1.099348 hires_j
200 2455782.860159 -35.92 1.253374 hires_j
201 2455841.782595 -58.95 1.317748 hires_j
202 2456077.129089 8.7 1.111156 hires_j
203 2456477.104154 -10.58 1.29112 hires_j
204 2456529.885113 6.380000000000001 1.25271 hires_j
205 2456581.811819 -49.44 2.894523 apf
206 2456582.783638 -4.27 2.601787 apf
207 2456584.740571 15.29 1.319566 hires_j
208 2456589.779246 -37.55 2.813759 apf
209 2456618.698258 9.3 2.60273 apf
210 2456639.682112 18.69 1.275948 hires_j
211 2456676.74208 46.83 1.162895 hires_j
212 2456816.930437 53.9 1.937265 apf
213 2456821.892298 5.58 1.986669 apf
214 2456822.857303 -50.56 1.97409 apf
215 2456835.911417667 -50.91927904217953 1.59977491689522 apf
216 2456847.925369 -58.99 1.130241 hires_j
217 2456872.91342 -13.09 2.627687 apf
218 2456878.946889 -7.74 2.450537 apf
219 2456892.898555 51.06 2.732259 apf
220 2456898.872863 -54.66 2.489927 apf
221 2456900.890577 43.44 2.747714 apf
222 2456903.8291606666 -44.778436353777785 1.7467620700420379 apf
223 2456906.911441 -30.848608490521684 1.8315551112459354 apf
224 2456911.773821 -64.19 1.293285 hires_j
225 2456913.754134 44.779999999999994 1.176328 hires_j
226 2456913.801403 51.13 2.240952 apf
227 2456915.8342186664 -50.60916506616663 1.9223344636856923 apf
228 2456939.7670176667 45.69547175344406 1.9194598729135632 apf
229 2456941.7673473335 -47.89075563780148 1.882534565091268 apf
230 2457139.011881 16.85 2.562118 apf
231 2457143.0060226666 37.17026231680992 1.5043200514624893 apf
232 2457145.9942656667 32.19239857953448 1.3851118004568082 apf
233 2457148.991392 -52.64303765911144 1.2979565864321876 apf
234 2457151.979722667 -0.747698575391599 1.4371017641097228 apf
235 2457158.9661596664 47.70945237700988 1.351940387665423 apf
236 2457176.9150426667 32.41908371336666 1.9152905264403557 apf
237 2457179.913911 38.597517766387526 1.7539871836941223 apf
238 2457185.8858556664 -6.062318003167084 1.5590950395583512 apf
239 2457188.910162667 56.19612678578135 1.764740739729983 apf
240 2457189.893556 9.49216704428694 1.3675511645203704 apf
241 2457193.8990760003 29.419461856133818 1.3289820451032437 apf
242 2457195.8715186664 -36.53447375959351 1.559729135095851 apf
243 2457196.885732 40.20644619234173 1.6159817117594832 apf
244 2457204.8503386662 5.50844797324411 1.7344173696963465 apf
245 2457206.941099 -9.42 1.17248 hires_j
246 2457209.003785 -2.93 2.13557 apf
247 2457212.003265667 -48.79261507103051 1.6314492169867034 apf
248 2457217.9701346667 36.58511449505842 1.6672395786056529 apf
249 2457218.9861520003 48.51083475012834 1.5379097606954175 apf
250 2457220.8791293334 -51.23234605491757 1.503991978890774 apf
251 2457221.9835886667 20.133614500856808 1.549379230382116 apf
252 2457222.973261667 57.184005532331575 1.7757982516740034 apf
253 2457224.951969 -52.5889360952589 1.3716392646837285 apf
254 2457227.926353667 20.14044339062845 1.449281467863273 apf
255 2457229.978109333 -19.065002579743886 1.6487750376153085 apf
256 2457232.9404426664 -44.64999633144823 1.5420647661853952 apf
257 2457233.940862667 -35.03965096175677 1.9072227616896416 apf
258 2457238.938018 20.040260512072454 1.4779011391186618 apf
259 2457243.908396667 53.947673461895945 1.396211870889125 apf
260 2457245.796799 -54.52 2.493916 apf
261 2457247.9300466664 51.89581209482375 1.5711232560466915 apf
262 2457249.907765 -43.02577307285336 2.092623480540813 apf
263 2457252.8976436667 40.470663949014615 1.750808605590335 apf
264 2457256.894902333 51.41852565388586 1.662368684267434 apf
265 2457258.879499 -61.46646639438518 1.6191698439598907 apf
266 2457260.867416 52.905341975795 1.4967068007111777 apf
267 2457262.8744793334 -55.47960908815636 1.8997608219624103 apf
268 2457267.854756 -33.72126222659065 1.6862393748442586 apf
269 2457271.8484496665 -43.94647253611683 1.5671943392758034 apf
270 2457274.830423 -18.63784684633194 1.4032748454117723 apf
271 2457276.8326459997 5.44776896122937 1.498519465318518 apf
272 2457277.818861 53.46 2.705832 apf
273 2457281.783841 53.17000000000001 2.358864 apf
274 2457286.800600333 37.71765128577109 1.9738790290338877 apf
275 2457290.8034733334 48.362839929037136 1.4878602601853546 apf
276 2457290.809388 39.24 1.280559 hires_j
